id,name,category,description,unit,baseCost,laborHours
transformer_75va,75VA Transformer,Transformers,75VA 120/24V control transformer,ea,45.00,0.50
transformer_150va,150VA Transformer,Transformers,150VA 120/24V control transformer,ea,75.00,0.60
transformer_300va,300VA Transformer,Transformers,300VA 120/24V control transformer,ea,125.00,0.75
ballast_t8_2lamp,T8 2-Lamp Ballast,Ballasts,T8 electronic ballast 2-lamp 32W,ea,18.00,0.40
ballast_t8_4lamp,T8 4-Lamp Ballast,Ballasts,T8 electronic ballast 4-lamp 32W,ea,28.00,0.45
led_driver_60w,60W LED Driver,Drivers,60W constant voltage LED driver 12VDC,ea,32.00,0.30
led_driver_100w,100W LED Driver,Drivers,100W constant voltage LED driver 24VDC,ea,48.00,0.35
enclosure_4x4_nema1,4x4 NEMA 1 Enclosure,Enclosures,4x4x4 inch NEMA 1 steel enclosure,ea,22.00,0.40
enclosure_6x6_nema1,6x6 NEMA 1 Enclosure,Enclosures,6x6x4 inch NEMA 1 steel enclosure,ea,32.00,0.45
enclosure_8x8_nema1,8x8 NEMA 1 Enclosure,Enclosures,8x8x4 inch NEMA 1 steel enclosure,ea,48.00,0.50
enclosure_12x12_nema3r,12x12 NEMA 3R Enclosure,Enclosures,12x12x6 inch NEMA 3R weatherproof box,ea,95.00,0.75
handy_box,Handy Box 4x2,Boxes,4x2-1/8 inch handy utility box,ea,2.25,0.15
handy_box_cover,Handy Box Cover,Covers,4x2-1/8 inch handy box blank cover,ea,0.95,0.03
nail_plate,Steel Nail Plate,Accessories,Steel cable protection nail plate,ea,0.45,0.02
bushing_insul_1,1 Inch Insulating Bushing,Fittings,1 inch threaded insulating bushing,ea,0.85,0.03
locknut_steel_half,1/2 Steel Locknut,Fittings,1/2 inch steel locknut,ea,0.18,0.02
locknut_steel_three_quarter,3/4 Steel Locknut,Fittings,3/4 inch steel locknut,ea,0.25,0.02
locknut_steel_one,1 Inch Steel Locknut,Fittings,1 inch steel locknut,ea,0.45,0.02
sealtite_conn_half,1/2 Sealtite Connector,Fittings,1/2 inch liquid tight sealtite connector,ea,2.45,0.05
sealtite_conn_three_quarter,3/4 Sealtite Connector,Fittings,3/4 inch liquid tight sealtite connector,ea,3.25,0.05
emt_offset_half,1/2 EMT Offset Nipple,Fittings,1/2 inch EMT offset nipple,ea,2.85,0.06
emt_nipple_close_half,1/2 EMT Close Nipple,Fittings,1/2 inch EMT close nipple,ea,1.85,0.04
pvc_bushing_half,1/2 PVC Bushing,Fittings,1/2 inch PVC terminal adapter bushing,ea,0.35,0.02
pvc_cap_half,1/2 PVC End Cap,Fittings,1/2 inch PVC schedule 40 end cap,ea,0.45,0.02
expansion_joint_half,1/2 Expansion Joint,Fittings,1/2 inch PVC expansion joint coupling,ea,4.50,0.06
conduit_seal_half,1/2 Conduit Sealing Compound,Accessories,Conduit sealing compound 1 lb,lb,12.00,0
silicone_clear,Clear Silicone Sealant,Accessories,Clear silicone sealant caulk tube,tube,5.50,0
foam_sealant,Spray Foam Sealant,Accessories,Expanding spray foam insulation can,can,8.50,0
uf_cable_12_2,12/2 UF Cable,Wire,12 AWG 2-conductor UF-B underground cable,ft,1.25,0.012
uf_cable_10_2,10/2 UF Cable,Wire,10 AWG 2-conductor UF-B underground cable,ft,2.15,0.014
ser_cable_2_2_2_4,2-2-2-4 SER Cable,Wire,2-2-2-4 AWG service entrance cable,ft,4.95,0.020
ser_cable_4_4_4_6,4-4-4-6 SER Cable,Wire,4-4-4-6 AWG service entrance cable,ft,6.50,0.022
thhn_4_wh,4 AWG THHN White,Wire,4 AWG THHN/THWN-2 stranded white,ft,2.95,0.016
thhn_4_rd,4 AWG THHN Red,Wire,4 AWG THHN/THWN-2 stranded red,ft,2.95,0.016
thhn_2_wh,2 AWG THHN White,Wire,2 AWG THHN/THWN-2 stranded white,ft,4.50,0.018
thhn_2_rd,2 AWG THHN Red,Wire,2 AWG THHN/THWN-2 stranded red,ft,4.50,0.018
alarm_wire_22_2,22/2 Alarm Wire,Wire,22 AWG 2-conductor alarm cable solid,ft,0.18,0.006
alarm_wire_18_2,18/2 Alarm Wire,Wire,18 AWG 2-conductor alarm cable solid,ft,0.24,0.008
coax_rg59,RG59 Coax Cable,Data,RG59 coaxial cable for CCTV,ft,0.18,0.008
fiber_patch_sm,Fiber Patch Cable SM,Data,Single mode fiber optic patch cable LC-LC,ea,32.00,0
fiber_patch_mm,Fiber Patch Cable MM,Data,Multi mode fiber optic patch cable LC-LC,ea,28.00,0
hdmi_cable_6ft,HDMI Cable 6ft,Data,High speed HDMI cable 6 foot,ea,12.00,0
usb_outlet_plate,USB Outlet Plate,Covers,Decorator USB outlet wall plate,ea,0.95,0.05
gfci_plate,GFCI Wall Plate,Covers,GFCI decorator wall plate,ea,0.75,0.05
dryer_plate,Dryer Outlet Plate,Covers,Surface mount dryer outlet cover plate,ea,3.50,0.05
range_plate,Range Outlet Plate,Covers,Surface mount range outlet cover plate,ea,4.25,0.05
blank_plate_1g,1-Gang Blank Plate,Covers,Single gang blank wall plate,ea,0.35,0.03
blank_plate_2g,2-Gang Blank Plate,Covers,2-gang blank wall plate,ea,0.65,0.03
stainless_plate_1g,Stainless Steel Plate 1G,Covers,Stainless steel 1-gang wall plate,ea,8.50,0.05
weather_cover_vert,Weatherproof Cover Vertical,Covers,Weatherproof in-use cover vertical,ea,18.00,0.15
weather_cover_horiz,Weatherproof Cover Horizontal,Covers,Weatherproof in-use cover horizontal,ea,22.00,0.15
mud_ring_1g,1-Gang Mud Ring,Boxes,Single gang raised plaster ring 1/2 inch,ea,1.85,0.08
mud_ring_2g,2-Gang Mud Ring,Boxes,2-gang raised plaster ring 1/2 inch,ea,2.95,0.10
nail_on_box_deep,Deep 1-Gang Nail On,Boxes,Deep single gang new work box 3-1/2 inch,ea,2.25,0.18
ceiling_pan,Ceiling Pan 4 Inch,Boxes,4 inch steel ceiling outlet pan box,ea,3.95,0.22
box_ext_1g,1-Gang Box Extension,Boxes,Single gang box extension ring,ea,2.25,0.10
box_gangable,Gangable Switch Box,Boxes,Gangable steel switch box with ears,ea,2.85,0.15
pvc_1900_box,PVC 1900 Box,Boxes,PVC 1900 utility box 4x4,ea,4.50,0.20
metal_1900_box,Metal 1900 Box,Boxes,Steel 1900 utility box 4x4,ea,3.95,0.20
floor_box_brass,Floor Box Brass Deep,Boxes,Deep floor box assembly brass finish,ea,125.00,2.00
wiremold_channel,Wiremold 500 Channel,Raceway,Wiremold 500 series raceway channel 5ft,ea,18.00,0.40
wiremold_elbow,Wiremold 500 Elbow,Raceway,Wiremold 500 series flat elbow,ea,3.95,0.08
wiremold_coupling,Wiremold 500 Coupling,Raceway,Wiremold 500 series coupling connector,ea,2.25,0.05
surface_raceway_6ft,Surface Raceway 6ft,Raceway,Surface mount cable raceway 6 foot,ea,12.00,0.30
raceway_elbow_int,Raceway Internal Elbow,Raceway,Surface raceway internal corner elbow,ea,2.85,0.06
raceway_end_cap,Raceway End Cap,Raceway,Surface raceway end cap fitting,ea,1.25,0.03
led_bulb_a19_60w,LED A19 Bulb 60W Equiv,Bulbs,LED A19 bulb 60W equivalent 800 lumens,ea,3.50,0
led_bulb_a19_100w,LED A19 Bulb 100W Equiv,Bulbs,LED A19 bulb 100W equivalent 1500 lumens,ea,5.50,0
led_bulb_br30,LED BR30 Flood,Bulbs,LED BR30 flood bulb 65W equivalent,ea,6.50,0
led_bulb_par38,LED PAR38 Flood,Bulbs,LED PAR38 outdoor flood 90W equivalent,ea,12.00,0
cfl_bulb_23w,23W CFL Bulb,Bulbs,23W compact fluorescent bulb 100W equivalent,ea,4.50,0
incand_60w,60W Incandescent,Bulbs,60W incandescent bulb standard,ea,0.85,0
t8_led_tube_4ft,4ft T8 LED Tube,Bulbs,4 foot T8 LED tube 18W 2200 lumens,ea,12.00,0
t8_fluor_tube_4ft,4ft T8 Fluorescent,Bulbs,4 foot T8 fluorescent tube 32W,ea,3.50,0
night_light_led,LED Night Light,Lighting,LED plugin night light dusk to dawn,ea,4.50,0.10
rope_light_led,LED Rope Light Kit,Lighting,LED rope light kit 16ft with controller,ea,35.00,0.60
strip_light_led_5m,LED Strip Light 5m,Lighting,LED strip light 5 meter roll with power,ea,28.00,1.20
track_light_head,Track Light Head,Lighting,Adjustable track lighting head fixture,ea,22.00,0.30
track_light_8ft,8ft Track Rail,Lighting,8 foot track lighting rail kit,ea,58.00,1.50
pendant_track,Track Pendant Adapter,Lighting,Pendant light track adapter,ea,18.00,0.25
recessed_trim_white,4 Inch Recessed Trim,Lighting,4 inch recessed light baffle trim white,ea,6.50,0.15
recessed_trim_gimbal,4 Inch Gimbal Trim,Lighting,4 inch adjustable gimbal trim,ea,12.00,0.15
step_light_led,LED Step Light,Lighting,LED recessed step light fixture,ea,32.00,0.80
well_light_led,LED Well Light,Lighting,LED in-ground well light bronze,ea,48.00,1.20
path_light_led,LED Path Light,Lighting,LED landscape path light fixture,ea,38.00,0.60
spot_light_12v,12V MR16 Spot Light,Lighting,12V MR16 halogen spot light fixture,ea,18.00,0.40
transformer_12v_60w,60W 12V Transformer,Transformers,60W 12V low voltage transformer,ea,28.00,0.35
transformer_12v_300w,300W 12V Transformer,Transformers,300W 12V landscape lighting transformer,ea,85.00,0.75
gfi_cord_15ft,15ft GFCI Extension Cord,Cord,15ft GFCI protected extension cord 12 AWG,ea,42.00,0
ext_cord_25ft_12g,25ft Extension Cord 12/3,Cord,25ft outdoor extension cord 12 AWG SJTW,ea,28.00,0
ext_cord_50ft_12g,50ft Extension Cord 12/3,Cord,50ft outdoor extension cord 12 AWG SJTW,ea,48.00,0
ext_cord_100ft_12g,100ft Extension Cord 12/3,Cord,100ft outdoor extension cord 12 AWG SJTW,ea,85.00,0
power_strip_6out,6-Outlet Power Strip,Accessories,6-outlet surge protector power strip,ea,18.00,0
power_strip_surge,Surge Protector 12-Out,Accessories,12-outlet surge protector with USB,ea,32.00,0
junction_splice,In-Line Splice Kit,Accessories,Waterproof in-line wire splice kit,ea,8.50,0
heat_shrink_kit,Heat Shrink Kit,Accessories,Heat shrink tubing assortment kit,ea,22.00,0
conduit_bender_half,1/2 EMT Bender,Tools,1/2 inch EMT hand bender,ea,35.00,0
conduit_bender_three_quarter,3/4 EMT Bender,Tools,3/4 inch EMT hand bender,ea,42.00,0
knockout_punch_half,1/2 Knockout Punch,Tools,1/2 inch knockout punch set,ea,48.00,0
hole_saw_2_5,2-1/2 Inch Hole Saw,Tools,2-1/2 inch bi-metal hole saw with arbor,ea,18.00,0
hole_saw_4,4 Inch Hole Saw,Tools,4 inch bi-metal hole saw with arbor,ea,28.00,0
wire_stripper,Wire Stripper Tool,Tools,Professional wire stripper 10-18 AWG,ea,22.00,0
multi_tool_elect,Electrician Multi-Tool,Tools,Electrician multi-tool with crimper,ea,35.00,0
voltage_tester,Non-Contact Voltage Tester,Tools,Non-contact voltage detector pen,ea,18.00,0
multimeter_digital,Digital Multimeter,Tools,Digital multimeter auto-ranging,ea,48.00,0
circuit_finder,Circuit Breaker Finder,Tools,Circuit breaker finder and tracer tool,ea,65.00,0
stud_finder,Stud Finder Tool,Tools,Electronic stud finder wall scanner,ea,28.00,0
level_torpedo,Torpedo Level 9 Inch,Tools,9 inch magnetic torpedo level,ea,12.00,0
drill_bit_set,Drill Bit Set,Tools,Drill bit set 1/16 to 1/2 inch 29 piece,ea,32.00,0
spade_bit_set,Spade Bit Set,Tools,Spade bit set 3/8 to 1-1/2 inch 6 piece,ea,22.00,0
step_bit,Step Drill Bit,Tools,Step drill bit 1/4 to 3/4 inch,ea,18.00,0
paddle_bit_1,1 Inch Paddle Bit,Tools,1 inch wood paddle bit,ea,8.50,0
auger_bit_3_4,3/4 Inch Auger Bit,Tools,3/4 inch x 18 inch auger bit,ea,22.00,0
conduit_reamer,Conduit Reamer,Tools,Ratcheting conduit reamer 1/2 to 2 inch,ea,35.00,0
tube_cutter,Tubing Cutter,Tools,Tubing cutter for EMT 1/8 to 1-1/8 inch,ea,28.00,0
utility_knife,Utility Knife,Tools,Retractable utility knife with blades,ea,8.50,0
tape_measure_25ft,25ft Tape Measure,Tools,25 foot tape measure with lock,ea,15.00,0
tool_bag_elect,Electrician Tool Bag,Tools,Heavy duty electrician tool bag canvas,ea,48.00,0
tool_belt,Electrician Tool Belt,Tools,Leather electrician tool belt pouch,ea,85.00,0
headlamp_led,LED Headlamp,Tools,Rechargeable LED headlamp 500 lumens,ea,28.00,0
flashlight_led,LED Flashlight,Tools,Tactical LED flashlight 1000 lumens,ea,22.00,0
hardhat_white,White Hard Hat,Safety,Class E hard hat white ANSI approved,ea,18.00,0
safety_glasses,Safety Glasses Clear,Safety,ANSI Z87 safety glasses clear lens,ea,5.50,0
work_gloves,Work Gloves L,Safety,Electrician work gloves leather palm large,pr,12.00,0
knee_pads,Knee Pads,Safety,Professional knee pads with straps,pr,28.00,0
ear_plugs,Foam Ear Plugs,Safety,Disposable foam ear plugs 10 pair,pk,4.50,0
dust_mask,Dust Mask N95,Safety,N95 disposable dust mask 10 pack,pk,18.00,0
first_aid_kit,First Aid Kit,Safety,Portable first aid kit OSHA compliant,ea,32.00,0
fire_ext_5lb,5lb Fire Extinguisher,Safety,5 lb ABC fire extinguisher with bracket,ea,48.00,0.60
ladder_6ft,6ft Step Ladder,Tools,6 foot fiberglass step ladder Type IA,ea,145.00,0
ladder_ext_24ft,24ft Extension Ladder,Tools,24 foot fiberglass extension ladder,ea,285.00,0
cart_platform,Platform Cart,Tools,Platform utility cart 500lb capacity,ea,95.00,0
dolly_hand,Hand Truck Dolly,Tools,Hand truck dolly 600lb capacity,ea,85.00,0
breaker_lockout,Breaker Lockout Device,Safety,Circuit breaker lockout device kit,ea,22.00,0
panel_lockout,Panel Lockout Kit,Safety,Electrical panel lockout tagout kit,ea,48.00,0
glow_stick,Glow Sticks Chemical,Safety,Chemical light sticks 6 inch 10 pack,pk,8.50,0
caution_tape,Caution Tape Roll,Safety,Yellow caution tape 3 inch x 1000ft,ea,12.00,0
traffic_cone_28,28 Inch Traffic Cone,Safety,28 inch traffic safety cone orange,ea,22.00,0
barricade_tape,Barricade Tape,Safety,Reflective barricade tape roll,ea,18.00,0
cable_protector,Cable Protector Ramp,Safety,Rubber cable protector ramp 2 channel,ea,65.00,0
warning_sign,Electrical Warning Sign,Safety,Electrical hazard warning sign OSHA,ea,12.00,0
arc_flash_label,Arc Flash Label,Safety,Arc flash warning label NFPA 70E,ea,3.50,0
wire_id_tag,Wire Identification Tags,Accessories,Plastic wire ID tags assorted pack 100,pk,12.00,0
cable_marker,Cable Marker Clips,Accessories,Cable marker clips numbered 0-9 100 pack,pk,18.00,0
velcro_cable_tie,Velcro Cable Ties,Accessories,Reusable velcro cable ties 8 inch 50 pack,pk,15.00,0
spiral_wrap,Spiral Cable Wrap,Accessories,Spiral cable wrap 1/2 inch x 25ft,ea,12.00,0
cord_reel,Extension Cord Reel,Accessories,Retractable extension cord reel 30ft,ea,58.00,0
junction_pull,Junction Box Pull Elbow,Fittings,PVC junction box pull elbow LB style,ea,8.50,0.12
conduit_clip_half,1/2 Conduit Clip,Fasteners,1/2 inch plastic conduit clip,ea,0.15,0.01
conduit_clip_three_quarter,3/4 Conduit Clip,Fasteners,3/4 inch plastic conduit clip,ea,0.22,0.01
j_hook_cable,J-Hook Cable Support,Fasteners,J-hook cable support hanger,ea,1.85,0.03
bridle_ring,Bridle Ring 4 Inch,Fasteners,4 inch cable support bridle ring,ea,2.45,0.03
madison_clip,Madison Strap Clip,Fasteners,Madison strap hold-down clip,ea,0.35,0.02
plaster_washer,Plaster Washer,Fasteners,Domed plaster washers 100 pack,pk,4.50,0
all_thread_half,1/2 All Thread Rod 10ft,Fasteners,1/2 inch threaded rod 10 foot,ea,12.00,0.02
unistrut_10ft,Unistrut Channel 10ft,Fasteners,Unistrut P1000 channel 10 foot,ea,28.00,0.05
unistrut_connector,Unistrut Connector,Fasteners,Unistrut channel connector fitting,ea,3.25,0.03
spring_nut_3_8,3/8 Spring Nut Unistrut,Fasteners,3/8 inch spring nut for unistrut,ea,0.65,0.01
beam_clamp_adj,Adjustable Beam Clamp,Fasteners,Adjustable beam clamp for rod,ea,8.50,0.05
concrete_anchor_3_8,3/8 Concrete Anchors,Fasteners,3/8 x 3-3/4 inch concrete wedge anchor,ea,1.25,0.05
hammer_drill_bit_3_8,3/8 Hammer Drill Bit,Tools,3/8 inch masonry hammer drill bit,ea,12.00,0
sds_bit_3_8,3/8 SDS Plus Bit,Tools,3/8 inch SDS plus masonry bit,ea,15.00,0
asm_rec_std_15a,Standard 15A Receptacle Assembly,assemblies,Complete 15A duplex receptacle with box plate wire and install,ea,8.50,0.75
asm_rec_std_20a,Standard 20A Receptacle Assembly,assemblies,Complete 20A duplex receptacle with box plate wire and install,ea,10.00,0.85
asm_rec_gfci_15a,GFCI 15A Receptacle Assembly,assemblies,Complete 15A GFCI receptacle with box plate wire and install,ea,24.00,1.00
asm_rec_gfci_20a,GFCI 20A Receptacle Assembly,assemblies,Complete 20A GFCI receptacle with box plate wire and install,ea,28.00,1.10
asm_rec_afci_15a,AFCI 15A Receptacle Assembly,assemblies,Complete 15A AFCI receptacle with box plate wire and install,ea,42.00,1.20
asm_rec_usb,USB Receptacle Assembly,assemblies,Complete USB duplex receptacle with box plate wire and install,ea,35.00,0.90
asm_rec_weatherproof,Weatherproof GFCI Assembly,assemblies,Complete weatherproof GFCI outlet with box cover and install,ea,52.00,1.25
asm_rec_floor,Floor Receptacle Assembly,assemblies,Complete floor receptacle with box assembly trim and install,ea,145.00,2.50
asm_sw_single,Single Pole Switch Assembly,assemblies,Complete single pole switch with box plate wire and install,ea,7.50,0.65
asm_sw_3way,3-Way Switch Assembly,assemblies,Complete 3-way switch with box plate wire and install,ea,12.00,0.80
asm_sw_4way,4-Way Switch Assembly,assemblies,Complete 4-way switch with box plate wire and install,ea,18.00,1.00
asm_sw_dimmer,Dimmer Switch Assembly,assemblies,Complete dimmer switch with box plate wire and install,ea,24.00,0.85
asm_sw_motion,Motion Sensor Switch Assembly,assemblies,Complete motion sensor switch with box plate wire and install,ea,32.00,1.00
asm_sw_timer,Timer Switch Assembly,assemblies,Complete timer switch with box plate wire and install,ea,28.00,0.90
asm_sw_smart,Smart Switch Assembly,assemblies,Complete smart Wi-Fi switch with box plate wire and install,ea,58.00,1.25
asm_light_recessed_4,4 Inch Recessed Light Assembly,assemblies,Complete 4 inch LED recessed light with box trim wire and install,ea,42.00,1.50
asm_light_recessed_6,6 Inch Recessed Light Assembly,assemblies,Complete 6 inch LED recessed light with box trim wire and install,ea,48.00,1.60
asm_light_flush,Flush Mount Ceiling Light Assembly,assemblies,Complete flush mount LED fixture with box wire and install,ea,65.00,1.80
asm_light_pendant,Pendant Light Assembly,assemblies,Complete pendant light with box hardware wire and install,ea,75.00,1.60
asm_light_vanity,Vanity Light 3-Light Assembly,assemblies,Complete 3-light vanity fixture with box wire and install,ea,95.00,2.00
asm_light_chandelier,Chandelier Assembly,assemblies,Complete chandelier with box brace hardware wire and install,ea,245.00,3.00
asm_ceiling_fan,Ceiling Fan with Light Assembly,assemblies,Complete ceiling fan with light kit box brace wire switch and install,ea,225.00,2.80
asm_light_outdoor_wall,Outdoor Wall Light Assembly,assemblies,Complete outdoor wall light with box wire and install,ea,85.00,1.50
asm_light_flood_30w,30W LED Flood Light Assembly,assemblies,Complete 30W LED flood light with box wire and install,ea,68.00,1.20
asm_light_motion_flood,Motion Sensor Flood Light Assembly,assemblies,Complete motion sensor LED flood light with box wire and install,ea,95.00,1.50
asm_smoke_detector,Hardwired Smoke Detector Assembly,assemblies,Complete hardwired smoke detector with box battery wire and install,ea,38.00,1.00
asm_smoke_co_combo,Smoke CO Combo Detector Assembly,assemblies,Complete hardwired smoke/CO combo detector with box battery wire and install,ea,68.00,1.20
asm_co_detector,CO Detector Assembly,assemblies,Complete hardwired CO detector with box battery wire and install,ea,52.00,0.90
asm_doorbell,Doorbell System Assembly,assemblies,Complete doorbell system with chime button transformer wire and install,ea,58.00,1.80
asm_thermostat_prog,Programmable Thermostat Assembly,assemblies,Complete programmable thermostat with wire connections and install,ea,85.00,1.50
asm_thermostat_smart,Smart Wi-Fi Thermostat Assembly,assemblies,Complete smart Wi-Fi thermostat with wire connections and setup,ea,175.00,2.00
asm_outlet_dryer,Dryer Outlet 4-Prong Assembly,assemblies,Complete 30A 4-wire dryer outlet with box plate wire and install,ea,45.00,1.50
asm_outlet_range,Range Outlet 4-Prong Assembly,assemblies,Complete 50A 4-wire range outlet with box plate wire and install,ea,58.00,1.80
asm_outlet_welder,Welder Outlet 50A Assembly,assemblies,Complete 50A welder outlet with box plate wire and install,ea,65.00,1.80
asm_circuit_15a,15A Dedicated Circuit Assembly,assemblies,Complete 15A circuit with breaker wire receptacle and install,ea,95.00,2.50
asm_circuit_20a,20A Dedicated Circuit Assembly,assemblies,Complete 20A circuit with breaker wire receptacle and install,ea,115.00,2.80
asm_circuit_30a,30A Dedicated Circuit Assembly,assemblies,Complete 30A 240V circuit with breaker wire outlet and install,ea,185.00,3.50
asm_circuit_40a,40A Dedicated Circuit Assembly,assemblies,Complete 40A 240V circuit with breaker wire outlet and install,ea,245.00,4.00
asm_circuit_50a,50A Dedicated Circuit Assembly,assemblies,Complete 50A 240V circuit with breaker wire outlet and install,ea,295.00,4.50
asm_circuit_gfci_20a,20A GFCI Protected Circuit Assembly,assemblies,Complete 20A GFCI circuit with GFCI breaker wire receptacle and install,ea,145.00,3.00
asm_circuit_afci_15a,15A AFCI Protected Circuit Assembly,assemblies,Complete 15A AFCI circuit with AFCI breaker wire receptacle and install,ea,135.00,2.80
asm_circuit_afci_20a,20A AFCI Protected Circuit Assembly,assemblies,Complete 20A AFCI circuit with AFCI breaker wire receptacle and install,ea,155.00,3.00
asm_subpanel_100a,100A Sub Panel Assembly,assemblies,Complete 100A sub panel with disconnect wire breakers and install,ea,485.00,6.00
asm_subpanel_200a,200A Sub Panel Assembly,assemblies,Complete 200A sub panel with disconnect wire breakers and install,ea,685.00,8.00
asm_panel_upgrade_100a,100A Service Panel Upgrade,assemblies,Complete 100A service panel replacement with meter disconnect and install,ea,1250.00,12.00
asm_panel_upgrade_200a,200A Service Panel Upgrade,assemblies,Complete 200A service panel replacement with meter disconnect and install,ea,1850.00,16.00
asm_surge_protection,Whole House Surge Protector,assemblies,Complete whole house surge protector with install,ea,195.00,1.50
asm_grd_rod,Ground Rod Assembly,assemblies,Complete ground rod with clamp wire and install,ea,32.00,1.20
asm_bonding_jumper,Main Bonding Jumper Assembly,assemblies,Complete main bonding jumper with lugs and install,ea,45.00,0.80
asm_exit_sign,LED Exit Sign Assembly,assemblies,Complete LED exit sign with box battery backup wire and install,ea,58.00,1.20
asm_emergency_light,Emergency Light Assembly,assemblies,Complete twin head emergency light with box battery wire and install,ea,75.00,1.50
asm_under_cabinet_light,Under Cabinet LED Light Assembly,assemblies,Complete under cabinet LED light with wire switch and install,ea,48.00,1.00
asm_track_lighting_8ft,8ft Track Lighting System,assemblies,Complete 8ft track rail with 4 heads wire and install,ea,185.00,3.00
asm_landscape_light_set,Landscape Light Set 6-Pack,assemblies,Complete landscape lighting system with 6 lights transformer wire and install,set,385.00,5.00
asm_dusk_dawn_light,Dusk to Dawn Light Assembly,assemblies,Complete dusk to dawn outdoor light with photocell box wire and install,ea,95.00,1.60
asm_exhaust_fan,Bathroom Exhaust Fan Assembly,assemblies,Complete bathroom exhaust fan with box duct wire switch and install,ea,145.00,2.50
asm_fan_light_combo,Bath Fan Light Combo Assembly,assemblies,Complete bathroom fan/light combo with box duct wire switches and install,ea,185.00,3.00
asm_heater_bath,Bathroom Heater Assembly,assemblies,Complete bathroom heater with box wire switch and install,ea,165.00,2.20
asm_gfci_bath_circuit,Bathroom GFCI Circuit Package,assemblies,Complete bathroom GFCI circuit with 2 outlets fan light and install,ea,385.00,5.50
asm_kitchen_outlet_circuit,Kitchen Counter Outlet Circuit,assemblies,Complete kitchen counter circuit with 2 GFCI outlets wire and install,ea,285.00,4.00
asm_garage_circuit_20a,Garage 20A Circuit Package,assemblies,Complete garage circuit with 3 outlets lights switch and install,ea,425.00,6.00
asm_outdoor_outlet,Outdoor GFCI Outlet Assembly,assemblies,Complete outdoor GFCI outlet with weatherproof box cover wire and install,ea,68.00,1.50
asm_post_light,Outdoor Post Light Assembly,assemblies,Complete outdoor post light with post base wire and install,ea,245.00,3.50
asm_security_light_motion,Motion Security Light 2-Head,assemblies,Complete 2-head motion security light with box wire and install,ea,95.00,1.80
asm_hot_tub_circuit,Hot Tub 50A Circuit Assembly,assemblies,Complete 50A 240V hot tub circuit with GFCI breaker disconnect wire and install,ea,485.00,6.00
asm_ev_charger_circuit,EV Charger 40A Circuit,assemblies,Complete 40A 240V EV charger circuit with breaker wire outlet and install,ea,385.00,5.00
asm_workshop_circuit,Workshop 20A Circuit Package,assemblies,Complete workshop circuit with 4 outlets 2 lights switches and install,ea,485.00,7.00
asm_data_outlet_cat6,Cat6 Data Outlet Assembly,assemblies,Complete Cat6 data outlet with box jack plate wire and install,ea,42.00,1.00
asm_coax_outlet,Coax Cable Outlet Assembly,assemblies,Complete coax outlet with box jack plate wire and install,ea,35.00,0.80
asm_combo_data_coax,Combo Data Coax Outlet Assembly,assemblies,Complete Cat6 and coax combo outlet with box jacks plate wire and install,ea,58.00,1.20
asm_ac_disconnect,AC Disconnect 60A Assembly,assemblies,Complete 60A AC disconnect with box wire whip and install,ea,125.00,2.00
asm_generator_inlet,Generator Inlet 30A Assembly,assemblies,Complete 30A generator inlet with box plug plate wire and install,ea,185.00,2.50
asm_transfer_switch_manual,Manual Transfer Switch Assembly,assemblies,Complete manual transfer switch 8-circuit with box wire and install,ea,685.00,8.00
asm_photocell_control,Photocell Lighting Control Assembly,assemblies,Complete photocell control for outdoor lighting with wire and install,ea,48.00,0.80
asm_contactor_lighting_30a,30A Lighting Contactor Assembly,assemblies,Complete 30A lighting contactor with box wire controls and install,ea,95.00,1.50
asm_timeclock_outdoor,Outdoor Timer Control Assembly,assemblies,Complete outdoor timer control with box wire and install,ea,125.00,1.80
asm_occupancy_sensor,Commercial Occupancy Sensor,assemblies,Complete occupancy sensor with box wire and install,ea,85.00,1.20
